id_pedido,data_pedido,id_cliente,produto,categoria,quantidade,preco_unitario,desconto,custo_unitario,estado,regiao,forma_pagamento,canal,faturamento,custo_total,lucro,margem_lucro,ano,mes,nome_mes
100822,2026-05-22,C1421,Teclado,Eletrônicos,1,405.36,0.0,243.22,AC,Norte,Cartão de débito,Marketplace,405.36,243.22,162.14,0.4,2026,5,May
100823,2026-03-25,C0951,Mesa,Escritório,1,1340.25,0.1,911.37,DF,Centro-Oeste,Boleto,Online,1206.23,911.37,294.86,0.2444,2026,3,March
100824,2026-02-04,C1708,Liquidificador,Casa,3,443.09,0.1,279.15,RR,Norte,Boleto,Online,1196.34,837.45,358.89,0.3,2026,2,February
100825,2025-10-17,C0354,Cafeteira,Casa,2,329.1,0.0,213.92,DF,Centro-Oeste,Boleto,Online,658.2,427.84,230.36,0.35,2025,10,October
100826,2026-05-21,C1244,Luminária,Escritório,1,258.19,0.2,134.26,PB,Nordeste,PIX,Marketplace,206.55,134.26,72.29,0.35,2026,5,May
100827,2025-06-28,C2063,Headset,Eletrônicos,1,197.75,0.05,122.61,DF,Centro-Oeste,Cartão de débito,Online,187.86,122.61,65.25,0.3473,2025,6,June
100828,2026-05-14,C1057,Air Fryer,Casa,5,849.42,0.1,543.63,AP,Norte,PIX,Online,3822.39,2718.15,1104.24,0.2889,2026,5,May
100829,2025-04-17,C0207,Carregador,Acessórios,4,137.57,0.05,68.78,TO,Norte,Cartão de crédito,Online,522.77,275.12,247.65,0.4737,2025,4,April
100830,2025-02-12,C2078,Teclado,Eletrônicos,1,540.95,0.15,324.57,PB,Nordeste,Cartão de débito,Marketplace,459.81,324.57,135.24,0.2941,2025,2,February
100831,2026-06-03,C2042,Cabo USB,Acessórios,2,27.94,0.1,12.57,MA,Nordeste,Cartão de débito,Online,50.29,25.14,25.15,0.5001,2026,6,June
100832,2026-03-26,C1703,Cafeteira,Casa,2,206.59,0.1,134.28,PI,Nordeste,PIX,Marketplace,371.86,268.56,103.3,0.2778,2026,3,March
100833,2025-06-25,C0350,Carregador,Acessórios,1,193.04,0.05,96.52,AM,Norte,Cartão de débito,Online,183.39,96.52,86.87,0.4737,2025,6,June
100834,2026-03-08,C0935,Carregador,Acessórios,1,135.76,0.15,67.88,SE,Nordeste,PIX,Online,115.4,67.88,47.52,0.4118,2026,3,March
100835,2025-05-30,C0041,Cabo USB,Acessórios,2,61.39,0.0,27.63,MA,Nordeste,PIX,Marketplace,122.78,55.26,67.52,0.5499,2025,5,May
100836,2026-03-21,C0252,Headset,Eletrônicos,1,177.82,0.15,110.25,PR,Sul,Cartão de crédito,Marketplace,151.15,110.25,40.9,0.2706,2026,3,March
100837,2026-02-16,C2268,Luminária,Escritório,3,310.9,0.0,161.67,PB,Nordeste,Cartão de crédito,Marketplace,932.7,485.01,447.69,0.48,2026,2,February
100838,2025-05-31,C1655,Carregador,Acessórios,1,91.03,0.05,45.52,RR,Norte,Boleto,Marketplace,86.48,45.52,40.96,0.4736,2025,5,May
100839,2025-07-22,C1236,Suporte para Monitor,Escritório,1,368.72,0.05,202.8,AC,Norte,Cartão de débito,Marketplace,350.28,202.8,147.48,0.421,2025,7,July
100840,2025-04-06,C2096,Cafeteira,Casa,2,721.34,0.1,468.87,SC,Sul,Cartão de crédito,Online,1298.41,937.74,360.67,0.2778,2025,4,April
100841,2025-09-05,C1245,Aspirador,Casa,2,1483.69,0.0,994.07,MG,Sudeste,PIX,Marketplace,2967.38,1988.14,979.24,0.33,2025,9,September
100842,2025-12-29,C0508,Carregador,Acessórios,1,180.19,0.0,90.09,CE,Nordeste,Não informado,Marketplace,180.19,90.09,90.1,0.5,2025,12,December
100843,2025-08-30,C2383,Cadeira,Escritório,2,2288.68,0.1,1602.08,MT,Centro-Oeste,Cartão de débito,Marketplace,4119.62,3204.16,915.46,0.2222,2025,8,August
100844,2025-10-19,C2347,Liquidificador,Casa,2,462.89,0.05,291.62,BA,Nordeste,Cartão de crédito,Marketplace,879.49,583.24,296.25,0.3368,2025,10,October
100845,2025-07-17,C1480,Carregador,Acessórios,1,79.31,0.05,39.66,AL,Nordeste,Cartão de crédito,Online,75.34,39.66,35.68,0.4736,2025,7,July
100846,2026-03-12,C0533,Monitor,Eletrônicos,1,1503.1,0.05,1022.11,GO,Centro-Oeste,Boleto,Marketplace,1427.94,1022.11,405.83,0.2842,2026,3,March
100847,2026-05-26,C1735,Aspirador,Casa,5,1111.27,0.15,744.55,AC,Norte,Boleto,Online,4722.9,3722.75,1000.15,0.2118,2026,5,May
100848,2026-06-02,C0521,Mouse,Eletrônicos,1,272.24,0.2,157.9,GO,Centro-Oeste,Cartão de crédito,Online,217.79,157.9,59.89,0.275,2026,6,June
100849,2026-04-30,C0134,Cabo USB,Acessórios,2,95.53,0.05,42.99,ES,Sudeste,Boleto,Online,181.51,85.98,95.53,0.5263,2026,4,April
100850,2026-01-14,C2342,Teclado,Eletrônicos,1,465.94,0.0,279.56,CE,Nordeste,PIX,Marketplace,465.94,279.56,186.38,0.4,2026,1,January
100851,2026-05-13,C0115,Liquidificador,Casa,2,188.23,0.05,118.58,MG,Sudeste,PIX,Marketplace,357.64,237.16,120.48,0.3369,2026,5,May
100852,2025-07-07,C2003,Cafeteira,Casa,1,747.54,0.0,485.9,MG,Sudeste,Boleto,Marketplace,747.54,485.9,261.64,0.35,2025,7,July
100853,2026-04-09,C1384,Liquidificador,Casa,2,348.11,0.1,219.31,DF,Centro-Oeste,Cartão de débito,Online,626.6,438.62,187.98,0.3,2026,4,April
100854,2026-04-17,C1843,Carregador,Acessórios,2,79.8,0.1,39.9,RJ,Sudeste,Boleto,Marketplace,143.64,79.8,63.84,0.4444,2026,4,April
100855,2026-02-09,C1389,Air Fryer,Casa,1,970.66,0.15,621.22,AC,Norte,PIX,Online,825.06,621.22,203.84,0.2471,2026,2,February
100856,2025-01-26,C2343,Headset,Eletrônicos,2,728.7,0.0,451.79,AM,Norte,Cartão de crédito,Online,1457.4,903.58,553.82,0.38,2025,1,January
100857,2025-02-24,C2336,Cafeteira,Casa,1,950.56,0.05,617.86,SP,Sudeste,Cartão de crédito,Online,903.03,617.86,285.17,0.3158,2025,2,February
100858,2025-10-09,C0843,Notebook,Eletrônicos,1,4969.66,0.15,3578.16,SE,Nordeste,Cartão de crédito,Marketplace,4224.21,3578.16,646.05,0.1529,2025,10,October
100859,2025-02-16,C2014,Suporte para Monitor,Escritório,3,111.63,0.05,61.4,AL,Nordeste,Cartão de crédito,Marketplace,318.15,184.2,133.95,0.421,2025,2,February
100860,2025-09-21,C0373,Suporte para Monitor,Escritório,1,149.67,0.0,82.32,PR,Sul,Cartão de débito,Marketplace,149.67,82.32,67.35,0.45,2025,9,September
100861,2025-06-07,C1257,Smartphone,Eletrônicos,4,3714.43,0.0,2897.26,MA,Nordeste,Cartão de débito,Online,14857.72,11589.04,3268.68,0.22,2025,6,June
100862,2025-11-02,C1598,Monitor,Eletrônicos,1,956.43,0.15,650.37,PE,Nordeste,Boleto,Online,812.97,650.37,162.6,0.2,2025,11,November
100863,2025-07-27,C0982,Monitor,Eletrônicos,2,1754.85,0.05,1193.3,AP,Norte,Boleto,Online,3334.21,2386.6,947.61,0.2842,2025,7,July
100864,2025-03-04,C1304,Aspirador,Casa,1,758.85,0.05,508.43,AL,Nordeste,Cartão de débito,Online,720.91,508.43,212.48,0.2947,2025,3,March
100865,2025-04-14,C1009,Aspirador,Casa,2,1064.44,0.0,713.17,MS,Centro-Oeste,Boleto,Marketplace,2128.88,1426.34,702.54,0.33,2025,4,April
100866,2026-05-28,C0834,Smartphone,Eletrônicos,2,1569.47,0.05,1224.19,SC,Sul,Cartão de débito,Marketplace,2981.99,2448.38,533.61,0.1789,2026,5,May
100867,2025-02-12,C0005,Cabo USB,Acessórios,3,96.89,0.1,43.6,AM,Norte,Cartão de débito,Online,261.6,130.8,130.8,0.5,2025,2,February
100868,2026-05-09,C1120,Monitor,Eletrônicos,2,2211.08,0.05,1503.53,PB,Nordeste,Cartão de débito,Marketplace,4201.05,3007.06,1193.99,0.2842,2026,5,May
100869,2025-06-15,C2188,Monitor,Eletrônicos,2,1241.15,0.05,843.98,ES,Sudeste,Cartão de débito,Marketplace,2358.18,1687.96,670.22,0.2842,2025,6,June
100870,2025-08-04,C2068,Luminária,Escritório,4,181.86,0.1,94.57,MA,Nordeste,PIX,Marketplace,654.7,378.28,276.42,0.4222,2025,8,August
100871,2025-09-09,C1318,Aspirador,Casa,1,824.75,0.05,552.58,SP,Sudeste,Cartão de débito,Online,783.51,552.58,230.93,0.2947,2025,9,September
100872,2025-01-05,C0040,Hub USB,Acessórios,2,170.9,0.15,94.0,RO,Norte,Boleto,Marketplace,290.53,188.0,102.53,0.3529,2025,1,January
100873,2025-03-21,C2207,Smartphone,Eletrônicos,1,4328.34,0.1,3376.11,PA,Norte,Cartão de crédito,Marketplace,3895.51,3376.11,519.4,0.1333,2025,3,March
100874,2026-01-02,C1585,Suporte para Monitor,Escritório,1,483.98,0.1,266.19,SP,Sudeste,Cartão de crédito,Marketplace,435.58,266.19,169.39,0.3889,2026,1,January
100875,2025-07-17,C1821,Mesa,Escritório,1,1589.03,0.1,1080.54,PA,Norte,PIX,Online,1430.13,1080.54,349.59,0.2444,2025,7,July
100876,2025-11-07,C0906,Smartphone,Eletrônicos,1,2975.23,0.05,2320.68,PE,Nordeste,Boleto,Online,2826.47,2320.68,505.79,0.1789,2025,11,November
100877,2025-07-20,C1623,Notebook,Eletrônicos,1,3470.72,0.05,2498.92,SC,Sul,Cartão de débito,Online,3297.18,2498.92,798.26,0.2421,2025,7,July
100878,2025-05-12,C0267,Smartphone,Eletrônicos,1,4734.25,0.15,3692.72,GO,Centro-Oeste,PIX,Online,4024.11,3692.72,331.39,0.0824,2025,5,May
100879,2026-06-30,C1036,Notebook,Eletrônicos,2,5590.86,0.0,4025.42,AL,Nordeste,Cartão de crédito,Marketplace,11181.72,8050.84,3130.88,0.28,2026,6,June
100880,2026-02-21,C1123,Luminária,Escritório,1,245.85,0.05,127.84,GO,Centro-Oeste,Cartão de crédito,Online,233.56,127.84,105.72,0.4526,2026,2,February
100881,2025-10-12,C1721,Monitor,Eletrônicos,1,1269.24,0.05,863.08,MA,Nordeste,Cartão de crédito,Online,1205.78,863.08,342.7,0.2842,2025,10,October
100882,2026-03-10,C0305,Air Fryer,Casa,3,437.81,0.0,280.2,RJ,Sudeste,Cartão de crédito,Online,1313.43,840.6,472.83,0.36,2026,3,March
100883,2026-03-19,C0099,Hub USB,Acessórios,2,217.79,0.0,119.78,PE,Nordeste,Cartão de débito,Online,435.58,239.56,196.02,0.45,2026,3,March
100884,2025-09-02,C1396,Hub USB,Acessórios,3,260.76,0.05,143.42,BA,Nordeste,Cartão de crédito,Marketplace,743.17,430.26,312.91,0.421,2025,9,September
100885,2026-04-03,C2372,Teclado,Eletrônicos,1,782.17,0.15,469.3,RN,Nordeste,PIX,Online,664.84,469.3,195.54,0.2941,2026,4,April
100886,2025-03-05,C1811,Mouse,Eletrônicos,1,336.51,0.05,195.18,ES,Sudeste,Cartão de crédito,Online,319.68,195.18,124.5,0.3895,2025,3,March
100887,2026-01-26,C1646,Liquidificador,Casa,1,480.94,0.0,302.99,DF,Centro-Oeste,Cartão de crédito,Marketplace,480.94,302.99,177.95,0.37,2026,1,January
100888,2026-04-21,C1754,Suporte para Monitor,Escritório,3,409.62,0.0,225.29,PA,Norte,Cartão de crédito,Marketplace,1228.86,675.87,552.99,0.45,2026,4,April
100889,2025-12-03,C2408,Carregador,Acessórios,1,70.54,0.05,35.27,RJ,Sudeste,Cartão de débito,Online,67.01,35.27,31.74,0.4737,2025,12,December
100890,2025-09-20,C1456,Carregador,Acessórios,1,194.92,0.05,97.46,BA,Nordeste,Cartão de débito,Online,185.17,97.46,87.71,0.4737,2025,9,September
100891,2025-05-11,C1277,Monitor,Eletrônicos,2,1623.63,0.1,1104.07,PB,Nordeste,PIX,Online,2922.53,2208.14,714.39,0.2444,2025,5,May
100892,2026-04-26,C1265,Mouse,Eletrônicos,2,202.25,0.2,117.3,GO,Centro-Oeste,Cartão de débito,Online,323.6,234.6,89.0,0.275,2026,4,April
100893,2026-06-04,C2292,Air Fryer,Casa,3,595.44,0.0,381.08,RS,Sul,Cartão de débito,Online,1786.32,1143.24,643.08,0.36,2026,6,June
100894,2025-07-13,C1949,Cadeira,Escritório,2,2463.85,0.05,1724.69,MA,Nordeste,PIX,Marketplace,4681.31,3449.38,1231.93,0.2632,2025,7,July
100895,2025-12-03,C0665,Luminária,Escritório,1,360.35,0.15,187.38,PI,Nordeste,Cartão de débito,Online,306.3,187.38,118.92,0.3882,2025,12,December
100896,2025-08-24,C1911,Air Fryer,Casa,2,467.31,0.1,299.08,TO,Norte,PIX,Marketplace,841.16,598.16,243.0,0.2889,2025,8,August
100897,2026-02-14,C0755,Cafeteira,Casa,3,206.73,0.0,134.37,PB,Nordeste,Cartão de crédito,Online,620.19,403.11,217.08,0.35,2026,2,February
100898,2025-10-25,C1804,Mouse,Eletrônicos,1,325.99,0.1,189.07,MG,Sudeste,Cartão de crédito,Online,293.39,189.07,104.32,0.3556,2025,10,October
100899,2025-10-18,C0714,Cafeteira,Casa,1,462.0,0.0,300.3,MT,Centro-Oeste,Cartão de débito,Online,462.0,300.3,161.7,0.35,2025,10,October
100900,2025-01-23,C0722,Cafeteira,Casa,3,1110.65,0.0,721.92,PA,Norte,Cartão de débito,Marketplace,3331.95,2165.76,1166.19,0.35,2025,1,January
100901,2025-12-13,C0862,Teclado,Eletrônicos,1,268.1,0.1,160.86,PA,Norte,Cartão de débito,Marketplace,241.29,160.86,80.43,0.3333,2025,12,December
100902,2025-05-02,C0592,Smartphone,Eletrônicos,3,1523.18,0.0,1188.08,MT,Centro-Oeste,Boleto,Marketplace,4569.54,3564.24,1005.3,0.22,2025,5,May
100903,2026-03-16,C1002,Cadeira,Escritório,4,2026.16,0.05,1418.31,MT,Centro-Oeste,PIX,Online,7699.41,5673.24,2026.17,0.2632,2026,3,March
100904,2025-09-11,C0219,Cadeira,Escritório,2,1060.15,0.0,742.11,GO,Centro-Oeste,Boleto,Online,2120.3,1484.22,636.08,0.3,2025,9,September
100905,2026-04-27,C0266,Smartphone,Eletrônicos,1,2552.46,0.15,1990.92,AP,Norte,PIX,Marketplace,2169.59,1990.92,178.67,0.0824,2026,4,April
100906,2026-04-21,C0734,Carregador,Acessórios,1,124.78,0.1,62.39,RO,Norte,Boleto,Marketplace,112.3,62.39,49.91,0.4444,2026,4,April
100907,2026-02-15,C2392,Aspirador,Casa,2,509.0,0.15,341.03,SE,Nordeste,Cartão de débito,Marketplace,865.3,682.06,183.24,0.2118,2026,2,February
100908,2025-11-10,C1741,Cafeteira,Casa,3,771.37,0.15,501.39,PB,Nordeste,PIX,Online,1966.99,1504.17,462.82,0.2353,2025,11,November
100909,2025-03-28,C1209,Mouse,Eletrônicos,1,227.66,0.05,132.04,SE,Nordeste,PIX,Marketplace,216.28,132.04,84.24,0.3895,2025,3,March
100910,2026-04-24,C1772,Cabo USB,Acessórios,1,84.36,0.0,37.96,RN,Nordeste,Cartão de crédito,Online,84.36,37.96,46.4,0.55,2026,4,April
100911,2025-08-28,C1088,Cabo USB,Acessórios,2,48.73,0.0,21.93,TO,Norte,Cartão de crédito,Marketplace,97.46,43.86,53.6,0.55,2025,8,August
100912,2025-04-11,C0486,Air Fryer,Casa,1,326.8,0.0,209.15,RS,Sul,PIX,Marketplace,326.8,209.15,117.65,0.36,2025,4,April
100913,2025-10-09,C0781,Liquidificador,Casa,2,599.04,0.2,377.4,AP,Norte,PIX,Online,958.46,754.8,203.66,0.2125,2025,10,October
100914,2025-10-16,C1420,Liquidificador,Casa,2,313.83,0.05,197.71,MS,Centro-Oeste,Cartão de crédito,Marketplace,596.28,395.42,200.86,0.3369,2025,10,October
100915,2025-06-02,C1629,Carregador,Acessórios,1,194.67,0.0,97.33,BA,Nordeste,Boleto,Marketplace,194.67,97.33,97.34,0.5,2025,6,June
100916,2025-03-29,C1283,Cadeira,Escritório,3,1357.59,0.15,950.31,AL,Nordeste,Cartão de débito,Marketplace,3461.85,2850.93,610.92,0.1765,2025,3,March
100917,2025-01-31,C1535,Cabo USB,Acessórios,1,89.9,0.0,40.46,AC,Norte,Cartão de crédito,Marketplace,89.9,40.46,49.44,0.5499,2025,1,January
100918,2025-12-14,C0924,Mesa,Escritório,1,1497.22,0.05,1018.11,AP,Norte,PIX,Marketplace,1422.36,1018.11,404.25,0.2842,2025,12,December
100919,2025-02-02,C0570,Notebook,Eletrônicos,1,5834.23,0.0,4200.65,AM,Norte,Boleto,Marketplace,5834.23,4200.65,1633.58,0.28,2025,2,February
100920,2026-02-05,C0261,Cafeteira,Casa,1,388.34,0.0,252.42,MS,Centro-Oeste,Boleto,Marketplace,388.34,252.42,135.92,0.35,2026,2,February
100921,2025-06-25,C0428,Smartphone,Eletrônicos,2,1710.54,0.1,1334.22,DF,Centro-Oeste,Boleto,Online,3078.97,2668.44,410.53,0.1333,2025,6,June
100922,2025-07-23,C0285,Headset,Eletrônicos,3,439.42,0.0,272.44,CE,Nordeste,Cartão de crédito,Marketplace,1318.26,817.32,500.94,0.38,2025,7,July
100923,2026-01-13,C2124,Monitor,Eletrônicos,1,1288.19,0.15,875.97,RN,Nordeste,Cartão de débito,Online,1094.96,875.97,218.99,0.2,2026,1,January
100924,2026-03-05,C1959,Mouse,Eletrônicos,2,243.38,0.15,141.16,RS,Sul,Cartão de débito,Online,413.75,282.32,131.43,0.3177,2026,3,March
100925,2026-03-19,C1945,Liquidificador,Casa,1,396.04,0.0,249.51,RS,Sul,Boleto,Marketplace,396.04,249.51,146.53,0.37,2026,3,March
100926,2025-01-08,C0585,Cafeteira,Casa,1,1024.58,0.1,665.98,BA,Nordeste,PIX,Marketplace,922.12,665.98,256.14,0.2778,2025,1,January
100927,2026-04-19,C2360,Cabo USB,Acessórios,1,27.29,0.1,12.28,SE,Nordeste,PIX,Marketplace,24.56,12.28,12.28,0.5,2026,4,April
100928,2025-06-29,C1701,Suporte para Monitor,Escritório,1,549.98,0.1,302.49,SE,Nordeste,Boleto,Online,494.98,302.49,192.49,0.3889,2025,6,June
100929,2026-02-07,C0179,Teclado,Eletrônicos,1,709.38,0.0,425.63,AM,Norte,PIX,Online,709.38,425.63,283.75,0.4,2026,2,February
100930,2026-05-21,C1685,Cafeteira,Casa,5,752.82,0.2,489.33,RJ,Sudeste,Cartão de crédito,Marketplace,3011.28,2446.65,564.63,0.1875,2026,5,May
100931,2026-04-07,C0676,Luminária,Escritório,1,241.94,0.05,125.81,RJ,Sudeste,Boleto,Marketplace,229.84,125.81,104.03,0.4526,2026,4,April
100932,2026-02-13,C0797,Cadeira,Escritório,1,521.47,0.0,365.03,PR,Sul,PIX,Marketplace,521.47,365.03,156.44,0.3,2026,2,February
100933,2026-04-18,C0280,Hub USB,Acessórios,1,224.54,0.1,123.5,SE,Nordeste,Cartão de débito,Marketplace,202.09,123.5,78.59,0.3889,2026,4,April
100934,2025-06-15,C0699,Aspirador,Casa,3,1008.74,0.0,675.86,ES,Sudeste,Boleto,Online,3026.22,2027.58,998.64,0.33,2025,6,June
100935,2025-01-12,C1120,Smartphone,Eletrônicos,1,2432.35,0.0,1897.23,MG,Sudeste,Cartão de débito,Marketplace,2432.35,1897.23,535.12,0.22,2025,1,January
100936,2026-06-20,C0422,Monitor,Eletrônicos,1,1254.98,0.0,853.39,SP,Sudeste,Cartão de crédito,Marketplace,1254.98,853.39,401.59,0.32,2026,6,June
100937,2025-09-13,C1535,Cafeteira,Casa,3,399.99,0.0,259.99,SP,Sudeste,Cartão de crédito,Marketplace,1199.97,779.97,420.0,0.35,2025,9,September
100938,2025-03-06,C0904,Cafeteira,Casa,4,296.6,0.1,192.79,PA,Norte,Cartão de débito,Online,1067.76,771.16,296.6,0.2778,2025,3,March
100939,2026-03-02,C2100,Monitor,Eletrônicos,1,1288.85,0.05,876.42,RS,Sul,Cartão de débito,Marketplace,1224.41,876.42,347.99,0.2842,2026,3,March
100940,2025-05-04,C0952,Luminária,Escritório,1,194.1,0.0,100.93,RN,Nordeste,PIX,Online,194.1,100.93,93.17,0.48,2025,5,May
100941,2025-08-06,C1880,Suporte para Monitor,Escritório,1,428.98,0.0,235.94,DF,Centro-Oeste,PIX,Online,428.98,235.94,193.04,0.45,2025,8,August
100942,2025-08-12,C1684,Smartphone,Eletrônicos,1,3395.48,0.2,2648.47,ES,Sudeste,Cartão de débito,Marketplace,2716.38,2648.47,67.91,0.025,2025,8,August
100943,2025-11-29,C1592,Teclado,Eletrônicos,2,780.66,0.1,468.4,MA,Nordeste,Cartão de débito,Marketplace,1405.19,936.8,468.39,0.3333,2025,11,November
100944,2025-03-11,C1373,Hub USB,Acessórios,1,280.66,0.05,154.36,GO,Centro-Oeste,Cartão de débito,Online,266.63,154.36,112.27,0.4211,2025,3,March
100945,2025-01-22,C0509,Air Fryer,Casa,1,816.54,0.1,522.59,DF,Centro-Oeste,Cartão de crédito,Online,734.89,522.59,212.3,0.2889,2025,1,January
100946,2026-01-19,C2043,Mouse,Eletrônicos,1,143.7,0.0,83.35,MG,Sudeste,Cartão de débito,Marketplace,143.7,83.35,60.35,0.42,2026,1,January
100947,2025-05-18,C1140,Cadeira,Escritório,1,2073.94,0.0,1451.76,RR,Norte,Boleto,Marketplace,2073.94,1451.76,622.18,0.3,2025,5,May
100948,2025-08-23,C1357,Notebook,Eletrônicos,1,3220.36,0.0,2318.66,PA,Norte,Cartão de débito,Online,3220.36,2318.66,901.7,0.28,2025,8,August
100949,2026-06-18,C1318,Suporte para Monitor,Escritório,1,414.89,0.0,228.19,PI,Nordeste,Cartão de crédito,Online,414.89,228.19,186.7,0.45,2026,6,June
100950,2025-05-25,C0837,Monitor,Eletrônicos,1,1012.62,0.05,688.58,RR,Norte,Cartão de débito,Online,961.99,688.58,273.41,0.2842,2025,5,May
100951,2025-03-22,C1746,Carregador,Acessórios,2,112.29,0.1,56.15,BA,Nordeste,Boleto,Online,202.12,112.3,89.82,0.4444,2025,3,March
100952,2025-11-07,C1169,Air Fryer,Casa,2,977.41,0.0,625.54,RR,Norte,Boleto,Online,1954.82,1251.08,703.74,0.36,2025,11,November
100953,2026-02-12,C1548,Mesa,Escritório,1,1106.2,0.05,752.22,AC,Norte,Boleto,Online,1050.89,752.22,298.67,0.2842,2026,2,February
100954,2025-01-21,C1563,Hub USB,Acessórios,1,98.31,0.15,54.07,CE,Nordeste,Cartão de débito,Online,83.56,54.07,29.49,0.3529,2025,1,January
100955,2026-01-25,C1900,Aspirador,Casa,1,604.03,0.05,404.7,PI,Nordeste,Cartão de crédito,Marketplace,573.83,404.7,169.13,0.2947,2026,1,January
100956,2026-04-26,C0802,Mouse,Eletrônicos,1,159.64,0.0,92.59,GO,Centro-Oeste,PIX,Marketplace,159.64,92.59,67.05,0.42,2026,4,April
100957,2026-03-02,C1617,Suporte para Monitor,Escritório,4,286.57,0.05,157.61,AM,Norte,Cartão de crédito,Marketplace,1088.97,630.44,458.53,0.4211,2026,3,March
100958,2025-05-08,C1577,Monitor,Eletrônicos,4,992.25,0.1,674.73,PE,Nordeste,PIX,Marketplace,3572.1,2698.92,873.18,0.2444,2025,5,May
100959,2025-03-01,C1579,Mesa,Escritório,4,1577.06,0.0,1072.4,MG,Sudeste,PIX,Online,6308.24,4289.6,2018.64,0.32,2025,3,March
100960,2025-09-25,C2480,Mouse,Eletrônicos,1,366.05,0.0,212.31,DF,Centro-Oeste,Cartão de débito,Online,366.05,212.31,153.74,0.42,2025,9,September
100961,2025-04-05,C1575,Teclado,Eletrônicos,1,510.31,0.15,306.19,GO,Centro-Oeste,Cartão de débito,Marketplace,433.76,306.19,127.57,0.2941,2025,4,April
100962,2026-03-14,C1036,Headset,Eletrônicos,2,525.49,0.05,325.8,RN,Nordeste,PIX,Marketplace,998.43,651.6,346.83,0.3474,2026,3,March
100963,2025-04-22,C2346,Smartphone,Eletrônicos,2,2377.57,0.0,1854.5,AC,Norte,Cartão de débito,Marketplace,4755.14,3709.0,1046.14,0.22,2025,4,April
100964,2025-01-07,C0690,Liquidificador,Casa,3,120.76,0.0,76.08,RO,Norte,Boleto,Marketplace,362.28,228.24,134.04,0.37,2025,1,January
100965,2026-03-18,C0699,Liquidificador,Casa,1,209.47,0.0,131.97,PI,Nordeste,Cartão de débito,Online,209.47,131.97,77.5,0.37,2026,3,March
100966,2025-08-06,C0761,Cabo USB,Acessórios,1,79.99,0.1,36.0,RS,Sul,PIX,Marketplace,71.99,36.0,35.99,0.4999,2025,8,August
100967,2025-04-22,C0681,Cabo USB,Acessórios,1,26.86,0.0,12.09,RJ,Sudeste,PIX,Online,26.86,12.09,14.77,0.5499,2025,4,April
100968,2026-05-05,C1988,Air Fryer,Casa,2,370.57,0.0,237.16,AP,Norte,Cartão de crédito,Online,741.14,474.32,266.82,0.36,2026,5,May
100969,2025-08-05,C2140,Teclado,Eletrônicos,2,362.97,0.05,217.78,AP,Norte,PIX,Marketplace,689.64,435.56,254.08,0.3684,2025,8,August
100970,2025-12-12,C2476,Hub USB,Acessórios,1,161.57,0.15,88.86,MA,Nordeste,Cartão de débito,Marketplace,137.33,88.86,48.47,0.3529,2025,12,December
100971,2026-01-23,C0235,Suporte para Monitor,Escritório,4,536.54,0.1,295.1,SP,Sudeste,Boleto,Marketplace,1931.54,1180.4,751.14,0.3889,2026,1,January
100972,2025-01-27,C2466,Mouse,Eletrônicos,1,302.86,0.2,175.66,AP,Norte,Cartão de débito,Marketplace,242.29,175.66,66.63,0.275,2025,1,January
100973,2026-05-02,C2110,Cabo USB,Acessórios,1,35.03,0.2,15.76,TO,Norte,PIX,Online,28.02,15.76,12.26,0.4375,2026,5,May
100974,2025-02-16,C1334,Mesa,Escritório,2,773.69,0.05,526.11,AC,Norte,Cartão de crédito,Marketplace,1470.01,1052.22,417.79,0.2842,2025,2,February
100975,2026-05-03,C0412,Luminária,Escritório,2,174.04,0.0,90.5,PR,Sul,Cartão de crédito,Online,348.08,181.0,167.08,0.48,2026,5,May
100976,2025-03-31,C1235,Hub USB,Acessórios,3,299.19,0.2,164.55,SE,Nordeste,Cartão de débito,Marketplace,718.06,493.65,224.41,0.3125,2025,3,March
100977,2026-05-09,C2215,Teclado,Eletrônicos,1,248.15,0.1,148.89,PA,Norte,Cartão de crédito,Online,223.34,148.89,74.45,0.3333,2026,5,May
100978,2025-01-30,C0657,Luminária,Escritório,4,184.48,0.05,95.93,PE,Nordeste,Cartão de débito,Marketplace,701.02,383.72,317.3,0.4526,2025,1,January
100979,2025-05-07,C0557,Hub USB,Acessórios,4,219.38,0.05,120.66,RR,Norte,PIX,Online,833.64,482.64,351.0,0.421,2025,5,May
100980,2025-12-18,C1545,Smartphone,Eletrônicos,3,3971.87,0.1,3098.06,AM,Norte,Boleto,Online,10724.05,9294.18,1429.87,0.1333,2025,12,December
100981,2025-09-23,C0474,Air Fryer,Casa,1,377.97,0.0,241.9,MS,Centro-Oeste,Cartão de débito,Online,377.97,241.9,136.07,0.36,2025,9,September
100982,2025-05-11,C1284,Mesa,Escritório,4,1323.07,0.0,899.69,MG,Sudeste,Cartão de débito,Marketplace,5292.28,3598.76,1693.52,0.32,2025,5,May
100983,2025-11-24,C1496,Luminária,Escritório,2,378.86,0.0,197.01,PA,Norte,Cartão de débito,Online,757.72,394.02,363.7,0.48,2025,11,November
100984,2025-01-10,C2205,Suporte para Monitor,Escritório,3,257.96,0.1,141.88,CE,Nordeste,Cartão de débito,Marketplace,696.49,425.64,270.85,0.3889,2025,1,January
