id_pedido;data_pedido;id_cliente;id_produto;id_localizacao;quantidade;preco_unitario;desconto;custo_unitario;forma_pagamento;canal;faturamento;custo_total;lucro;margem_lucro
102687;2025-09-19;C2304;12;26;1;1576,34;0,05;1071,91;Cartão de débito;Online;1497,52;1071,91;425,61;0,2842
102688;2025-10-23;C0989;16;18;4;485,33;0,0;266,93;Boleto;Marketplace;1941,32;1067,72;873,6;0,45
102689;2026-01-29;C0767;14;25;1;5617,42;0,05;4044,54;Boleto;Online;5336,55;4044,54;1292,01;0,2421
102690;2026-03-02;C1696;16;10;1;138,98;0,0;76,44;Boleto;Online;138,98;76,44;62,54;0,45
102691;2025-06-28;C0132;2;14;1;1311,29;0,0;878,56;Cartão de débito;Marketplace;1311,29;878,56;432,73;0,33
102692;2025-03-16;C0856;12;2;2;2449,51;0,05;1665,67;Boleto;Marketplace;4654,07;3331,34;1322,73;0,2842
102693;2025-04-07;C1943;14;3;3;4649,94;0,0;3347,96;PIX;Marketplace;13949,82;10043,88;3905,94;0,28
102694;2025-05-04;C1124;16;4;1;408,39;0,0;224,61;PIX;Online;408,39;224,61;183,78;0,45
102695;2025-11-08;C1620;3;22;3;54,74;0,0;24,63;Boleto;Online;164,22;73,89;90,33;0,5501
102696;2026-01-28;C1009;17;12;1;189,77;0,0;113,86;PIX;Marketplace;189,77;113,86;75,91;0,4
102697;2025-12-31;C2387;4;25;2;1778,72;0,05;1245,1;Boleto;Marketplace;3379,57;2490,2;889,37;0,2632
102698;2025-11-02;C2490;15;22;1;1865,33;0,15;1454,96;PIX;Online;1585,53;1454,96;130,57;0,0824
102699;2025-12-09;C1407;7;22;1;691,5;0,0;428,73;PIX;Marketplace;691,5;428,73;262,77;0,38
102700;2026-02-13;C1971;2;12;1;916,81;0,05;614,26;Cartão de crédito;Marketplace;870,97;614,26;256,71;0,2947
102701;2025-09-04;C0957;8;1;1;283,53;0,0;155,94;Cartão de crédito;Marketplace;283,53;155,94;127,59;0,45
102702;2025-10-27;C2377;8;16;3;112,74;0,0;62,01;Boleto;Marketplace;338,22;186,03;152,19;0,45
102703;2025-08-07;C0261;4;12;1;1876,41;0,0;1313,49;PIX;Marketplace;1876,41;1313,49;562,92;0,3
102704;2026-03-28;C2030;1;11;2;597,45;0,05;382,37;PIX;Online;1135,16;764,74;370,42;0,3263
102705;2025-04-13;C2196;12;12;1;1137,78;0,0;773,69;Cartão de crédito;Marketplace;1137,78;773,69;364,09;0,32
102706;2025-03-08;C1025;15;3;1;2925,52;0,05;2281,91;Cartão de crédito;Online;2779,24;2281,91;497,33;0,1789
102707;2025-03-21;C2248;8;3;1;89,97;0,1;49,48;PIX;Marketplace;80,97;49,48;31,49;0,3889
102708;2025-05-12;C1355;9;13;2;522,7;0,05;329,3;Cartão de crédito;Online;993,13;658,6;334,53;0,3368
102709;2025-07-22;C1002;10;16;4;310,88;0,05;161,66;Cartão de débito;Online;1181,34;646,64;534,7;0,4526
102710;2026-02-18;C0137;14;9;1;3183,33;0,0;2292,0;Não informado;Marketplace;3183,33;2292,0;891,33;0,28
102711;2025-01-20;C1338;4;8;3;776,21;0,0;543,35;Cartão de crédito;Marketplace;2328,63;1630,05;698,58;0,3
102712;2025-01-28;C1654;13;16;1;95,4;0,0;55,33;PIX;Online;95,4;55,33;40,07;0,42
102713;2025-04-08;C1646;14;9;1;3374,47;0,1;2429,62;Cartão de débito;Online;3037,02;2429,62;607,4;0,2
102714;2025-05-20;C1139;13;12;1;496,31;0,0;287,86;Cartão de débito;Online;496,31;287,86;208,45;0,42
102715;2025-02-18;C1526;7;14;1;641,26;0,0;397,58;Cartão de crédito;Online;641,26;397,58;243,68;0,38
102716;2025-08-01;C1049;17;23;1;246,35;0,05;147,81;Cartão de débito;Online;234,03;147,81;86,22;0,3684
102717;2025-07-05;C2118;11;24;1;1956,57;0,1;1330,47;Cartão de débito;Marketplace;1760,91;1330,47;430,44;0,2444
102718;2026-02-26;C1161;4;20;1;933,16;0,0;653,21;PIX;Marketplace;933,16;653,21;279,95;0,3
102719;2026-03-15;C0021;3;23;1;66,69;0,05;30,01;PIX;Online;63,36;30,01;33,35;0,5264
102720;2026-01-01;C1014;12;3;1;1516,87;0,1;1031,47;Cartão de débito;Marketplace;1365,18;1031,47;333,71;0,2444
102721;2025-07-01;C1933;11;19;3;969,94;0,1;659,56;PIX;Online;2618,84;1978,68;640,16;0,2444
102722;2026-02-18;C1520;16;17;3;381,36;0,0;209,75;Boleto;Online;1144,08;629,25;514,83;0,45
102723;2025-09-10;C2093;11;8;1;1865,8;0,05;1268,74;PIX;Marketplace;1772,51;1268,74;503,77;0,2842
102724;2025-08-13;C1021;11;6;1;1330,57;0,05;904,79;Boleto;Marketplace;1264,04;904,79;359,25;0,2842
102725;2026-03-21;C1302;16;21;2;269,03;0,05;147,97;Boleto;Online;511,16;295,94;215,22;0,421
102726;2025-09-13;C0632;4;20;1;2254,86;0,1;1578,4;Boleto;Online;2029,37;1578,4;450,97;0,2222
102727;2025-04-16;C1388;9;3;1;195,19;0,05;122,97;Boleto;Online;185,43;122,97;62,46;0,3368
102728;2025-11-28;C1112;1;10;1;761,54;0,05;487,39;Boleto;Online;723,46;487,39;236,07;0,3263
102729;2026-02-27;C0415;14;17;1;4384,4;0,0;3156,77;Cartão de débito;Online;4384,4;3156,77;1227,63;0,28
102730;2025-04-09;C1452;10;8;3;295,62;0,05;153,72;Boleto;Online;842,52;461,16;381,36;0,4526
102731;2025-04-01;C0120;3;18;1;59,77;0,0;26,9;Boleto;Online;59,77;26,9;32,87;0,5499
102732;2025-06-20;C0017;8;27;4;140,25;0,1;77,14;Boleto;Online;504,9;308,56;196,34;0,3889
102733;2026-01-31;C1127;13;6;2;129,49;0,2;75,1;Boleto;Online;207,18;150,2;56,98;0,275
102734;2026-03-29;C1626;9;1;1;428,37;0,1;269,87;Cartão de débito;Marketplace;385,53;269,87;115,66;0,3
102735;2025-12-19;C1661;9;25;1;511,65;0,05;322,34;Cartão de débito;Marketplace;486,07;322,34;163,73;0,3368
102736;2025-08-09;C1620;14;19;3;3417,93;0,1;2460,91;Cartão de crédito;Online;9228,41;7382,73;1845,68;0,2
102737;2026-01-28;C1197;10;14;2;108,3;0,05;56,32;Cartão de crédito;Marketplace;205,77;112,64;93,13;0,4526
102738;2025-08-12;C1347;1;20;1;377,66;0,0;241,7;Cartão de crédito;Online;377,66;241,7;135,96;0,36
102739;2025-01-29;C0466;11;16;1;1549,46;0,05;1053,63;Cartão de crédito;Online;1471,99;1053,63;418,36;0,2842
102740;2025-08-20;C0949;5;14;1;471,9;0,05;306,74;Boleto;Marketplace;448,3;306,74;141,56;0,3158
102741;2025-10-08;C2186;5;13;2;481,45;0,1;312,94;PIX;Online;866,61;625,88;240,73;0,2778
102742;2025-03-14;C1779;12;16;1;1089,72;0,0;741,01;Não informado;Online;1089,72;741,01;348,71;0,32
102743;2025-01-11;C1159;16;19;2;455,19;0,1;250,35;Cartão de crédito;Online;819,34;500,7;318,64;0,3889
102744;2025-06-15;C0159;9;2;1;389,67;0,15;245,49;Cartão de crédito;Marketplace;331,22;245,49;85,73;0,2588
102745;2025-03-16;C2467;12;4;1;1225,56;0,0;833,38;Cartão de débito;Marketplace;1225,56;833,38;392,18;0,32
102746;2025-12-04;C1239;6;23;2;227,63;0,2;113,81;PIX;Online;364,21;227,62;136,59;0,375
102747;2026-03-12;C0252;15;17;2;3261,9;0,1;2544,28;Cartão de crédito;Online;5871,42;5088,56;782,86;0,1333
102748;2025-03-02;C0328;16;19;1;340,28;0,15;187,15;Boleto;Online;289,24;187,15;102,09;0,353
102749;2025-05-19;C0401;5;26;2;509,44;0,1;331,14;Cartão de débito;Marketplace;916,99;662,28;254,71;0,2778
102750;2025-01-05;C0662;3;19;4;61,66;0,1;27,75;PIX;Online;221,98;111,0;110,98;0,5
102751;2025-05-16;C2186;17;17;1;542,4;0,0;325,44;Cartão de crédito;Online;542,4;325,44;216,96;0,4
102752;2026-05-03;C2090;10;23;1;201,78;0,15;104,93;Cartão de crédito;Online;171,51;104,93;66,58;0,3882
102753;2025-02-08;C2046;15;20;1;4882,5;0,1;3808,35;Cartão de crédito;Marketplace;4394,25;3808,35;585,9;0,1333
102754;2025-09-13;C0622;7;21;1;362,97;0,0;225,04;Cartão de débito;Online;362,97;225,04;137,93;0,38
102755;2025-08-12;C1358;4;14;1;1693,62;0,05;1185,53;Cartão de débito;Marketplace;1608,94;1185,53;423,41;0,2632
102756;2026-02-21;C2245;15;10;1;2377,58;0,0;1854,51;Cartão de débito;Marketplace;2377,58;1854,51;523,07;0,22
102757;2025-03-18;C0009;9;22;1;294,38;0,05;185,46;Cartão de crédito;Marketplace;279,66;185,46;94,2;0,3368
102758;2026-06-18;C2154;2;6;3;698,61;0,05;468,07;Cartão de débito;Online;1991,04;1404,21;586,83;0,2947
102759;2026-01-14;C0435;14;2;2;4700,34;0,1;3384,24;Boleto;Marketplace;8460,61;6768,48;1692,13;0,2
102760;2025-08-02;C1498;16;24;1;352,43;0,15;193,84;Boleto;Online;299,57;193,84;105,73;0,3529
102761;2025-06-09;C1597;3;15;1;80,83;0,05;36,37;Cartão de crédito;Marketplace;76,79;36,37;40,42;0,5264
102762;2025-01-09;C1952;16;3;1;121,42;0,0;66,78;PIX;Online;121,42;66,78;54,64;0,45
102763;2025-01-06;C1549;1;24;1;969,0;0,05;620,16;PIX;Online;920,55;620,16;300,39;0,3263
102764;2026-04-01;C0421;6;27;3;50,69;0,1;25,34;Boleto;Marketplace;136,86;76,02;60,84;0,4445
102765;2025-10-06;C0411;12;2;1;1665,34;0,0;1132,43;Cartão de débito;Online;1665,34;1132,43;532,91;0,32
102766;2025-04-24;C0499;6;5;1;208,55;0,0;104,28;Cartão de débito;Online;208,55;104,28;104,27;0,5
102767;2025-06-29;C2278;7;10;1;159,88;0,0;99,13;Cartão de débito;Online;159,88;99,13;60,75;0,38
102768;2025-11-01;C0131;11;13;1;547,63;0,1;372,39;PIX;Marketplace;492,87;372,39;120,48;0,2444
102769;2025-08-22;C1528;17;5;3;171,25;0,0;102,75;PIX;Online;513,75;308,25;205,5;0,4
102770;2025-07-18;C1306;4;24;4;2387,36;0,15;1671,15;Cartão de débito;Online;8117,02;6684,6;1432,42;0,1765
102771;2025-10-24;C0482;10;17;2;379,52;0,05;197,35;Cartão de crédito;Marketplace;721,09;394,7;326,39;0,4526
102772;2025-09-04;C0120;6;26;1;158,09;0,15;79,05;PIX;Online;134,38;79,05;55,33;0,4117
102773;2025-12-04;C0994;9;18;1;414,37;0,15;261,05;Cartão de crédito;Marketplace;352,21;261,05;91,16;0,2588
102774;2026-04-26;C2277;9;3;1;337,98;0,1;212,93;Cartão de débito;Online;304,18;212,93;91,25;0,3
102775;2025-03-29;C2089;7;20;2;844,75;0,0;523,75;Cartão de débito;Marketplace;1689,5;1047,5;642,0;0,38
102776;2025-01-26;C0932;8;18;1;208,74;0,0;114,81;Cartão de crédito;Online;208,74;114,81;93,93;0,45
102777;2025-09-14;C0982;3;10;3;52,2;0,05;23,49;PIX;Marketplace;148,77;70,47;78,3;0,5263
102778;2026-05-20;C1525;11;13;2;889,7;0,1;605,0;PIX;Online;1601,46;1210,0;391,46;0,2444
102779;2026-03-06;C2469;14;6;4;4482,54;0,0;3227,43;PIX;Online;17930,16;12909,72;5020,44;0,28
102780;2026-03-16;C0061;6;2;1;195,58;0,05;97,79;Boleto;Online;185,8;97,79;88,01;0,4737
102781;2026-04-09;C1120;1;10;1;925,58;0,0;592,37;Cartão de débito;Marketplace;925,58;592,37;333,21;0,36
102782;2025-04-06;C0913;10;13;1;259,24;0,0;134,8;Cartão de crédito;Online;259,24;134,8;124,44;0,48
102783;2025-08-14;C0084;11;7;1;711,12;0,1;483,56;Cartão de débito;Marketplace;640,01;483,56;156,45;0,2444
102784;2025-10-03;C1235;9;24;1;521,93;0,15;328,82;PIX;Online;443,64;328,82;114,82;0,2588
102785;2025-07-08;C0985;9;6;2;552,46;0,0;348,05;Cartão de crédito;Online;1104,92;696,1;408,82;0,37
102786;2025-03-23;C1862;2;10;2;634,77;0,1;425,3;Cartão de débito;Marketplace;1142,59;850,6;291,99;0,2556
102787;2025-12-02;C2190;17;12;1;420,98;0,1;252,59;Cartão de crédito;Marketplace;378,88;252,59;126,29;0,3333
102788;2026-05-26;C2307;7;15;3;161,21;0,0;99,95;Boleto;Online;483,63;299,85;183,78;0,38
102789;2025-08-07;C0908;1;7;2;734,41;0,0;470,02;PIX;Marketplace;1468,82;940,04;528,78;0,36
102790;2025-08-16;C0339;7;9;1;553,37;0,1;343,09;Boleto;Online;498,03;343,09;154,94;0,3111
102791;2025-10-14;C0083;12;24;3;951,68;0,05;647,14;Cartão de crédito;Marketplace;2712,29;1941,42;770,87;0,2842
102792;2025-04-12;C1989;7;18;1;267,73;0,0;165,99;Cartão de crédito;Marketplace;267,73;165,99;101,74;0,38
102793;2026-02-22;C1901;15;15;1;4076,39;0,15;3179,58;Cartão de débito;Online;3464,93;3179,58;285,35;0,0824
102794;2026-01-27;C2475;16;20;1;529,22;0,1;291,07;Cartão de débito;Online;476,3;291,07;185,23;0,3889
102795;2025-02-03;C0883;11;11;1;769,01;0,0;522,93;PIX;Marketplace;769,01;522,93;246,08;0,32
102796;2025-07-09;C0620;14;8;1;2833,27;0,05;2039,95;Cartão de débito;Online;2691,61;2039,95;651,66;0,2421
102797;2026-01-18;C0925;5;26;1;687,21;0,1;446,69;Cartão de crédito;Online;618,49;446,69;171,8;0,2778
102798;2025-12-16;C1763;7;20;1;259,67;0,1;161,0;PIX;Marketplace;233,7;161,0;72,7;0,3111
102799;2026-06-11;C1510;15;25;1;3398,81;0,0;2651,07;Cartão de débito;Online;3398,81;2651,07;747,74;0,22
102800;2025-10-20;C1410;14;5;2;5920,96;0,0;4263,09;Cartão de crédito;Marketplace;11841,92;8526,18;3315,74;0,28
102801;2026-04-22;C2190;3;25;2;42,79;0,05;19,26;PIX;Online;81,3;38,52;42,78;0,5262
102802;2025-01-14;C0485;3;14;2;95,6;0,05;43,02;Cartão de crédito;Online;181,64;86,04;95,6;0,5263
102803;2026-05-26;C1753;3;15;4;76,92;0,0;34,61;Não informado;Marketplace;307,68;138,44;169,24;0,5501
102804;2025-03-10;C0513;10;27;1;264,16;0,05;137,36;PIX;Marketplace;250,95;137,36;113,59;0,4526
102805;2026-02-21;C0304;12;5;2;1824,91;0,0;1240,94;Cartão de crédito;Online;3649,82;2481,88;1167,94;0,32
102806;2026-05-05;C2241;16;27;2;320,9;0,05;176,5;Boleto;Marketplace;609,71;353,0;256,71;0,421
102807;2025-12-10;C1008;5;13;1;398,42;0,05;258,97;PIX;Online;378,5;258,97;119,53;0,3158
102808;2025-05-22;C1551;15;9;3;3067,27;0,0;2392,47;PIX;Marketplace;9201,81;7177,41;2024,4;0,22
102809;2026-05-25;C0344;1;23;1;892,06;0,1;570,92;Cartão de crédito;Online;802,85;570,92;231,93;0,2889
102810;2025-09-08;C1858;14;4;3;5205,18;0,0;3747,73;Cartão de débito;Online;15615,54;11243,19;4372,35;0,28
102811;2025-08-01;C0587;15;9;1;2378,32;0,1;1855,09;Boleto;Marketplace;2140,49;1855,09;285,4;0,1333
102812;2025-05-10;C1961;5;17;2;735,37;0,0;477,99;Cartão de débito;Marketplace;1470,74;955,98;514,76;0,35
102813;2025-12-17;C2336;10;9;1;395,34;0,15;205,58;Cartão de débito;Online;336,04;205,58;130,46;0,3882
102814;2025-04-11;C1126;17;15;2;121,23;0,05;72,74;Cartão de débito;Marketplace;230,34;145,48;84,86;0,3684
102815;2025-10-27;C0754;16;15;1;532,9;0,15;293,1;Cartão de crédito;Online;452,96;293,1;159,86;0,3529
102816;2025-07-07;C1146;8;5;1;155,99;0,2;85,79;Boleto;Marketplace;124,79;85,79;39,0;0,3125
102817;2025-11-18;C1581;16;25;2;588,71;0,0;323,79;PIX;Marketplace;1177,42;647,58;529,84;0,45
102818;2025-06-18;C1142;7;27;3;583,32;0,1;361,66;Cartão de crédito;Online;1574,96;1084,98;489,98;0,3111
102819;2026-02-21;C0566;9;12;1;580,12;0,05;365,48;Boleto;Marketplace;551,11;365,48;185,63;0,3368
102820;2025-12-08;C0450;16;4;1;436,08;0,15;239,84;Cartão de débito;Marketplace;370,67;239,84;130,83;0,353
102821;2026-05-20;C0735;10;26;2;154,05;0,0;80,11;Boleto;Online;308,1;160,22;147,88;0,48
102822;2025-10-03;C0568;2;22;1;969,41;0,0;649,5;PIX;Online;969,41;649,5;319,91;0,33
102823;2025-05-31;C0803;7;21;1;520,07;0,05;322,44;Cartão de crédito;Marketplace;494,07;322,44;171,63;0,3474
102824;2026-05-20;C2324;11;9;1;1803,55;0,05;1226,41;PIX;Online;1713,37;1226,41;486,96;0,2842
102825;2025-01-25;C0834;3;6;1;68,88;0,0;31,0;Boleto;Online;68,88;31,0;37,88;0,5499
102826;2025-07-17;C1822;1;12;2;916,58;0,1;586,61;PIX;Marketplace;1649,84;1173,22;476,62;0,2889
102827;2026-02-09;C2000;15;23;1;3919,38;0,0;3057,12;Boleto;Online;3919,38;3057,12;862,26;0,22
102828;2026-06-17;C1747;13;22;1;127,39;0,2;73,89;Cartão de débito;Online;101,91;73,89;28,02;0,2749
102829;2026-06-15;C1197;12;16;1;1183,16;0,05;804,55;Cartão de débito;Online;1124,0;804,55;319,45;0,2842
102830;2026-03-10;C1849;5;9;2;581,03;0,15;377,67;Cartão de débito;Marketplace;987,75;755,34;232,41;0,2353
102831;2025-03-29;C0848;8;16;1;267,4;0,1;147,07;PIX;Marketplace;240,66;147,07;93,59;0,3889
102832;2025-01-25;C2304;13;21;5;465,24;0,0;269,84;Cartão de crédito;Online;2326,2;1349,2;977,0;0,42
102833;2025-05-30;C1072;5;12;2;963,6;0,0;626,34;Cartão de débito;Marketplace;1927,2;1252,68;674,52;0,35
102834;2025-01-01;C0318;12;17;1;1297,24;0,05;882,12;PIX;Online;1232,38;882,12;350,26;0,2842
102835;2025-08-10;C2146;12;1;2;1738,74;0,1;1182,34;Cartão de crédito;Marketplace;3129,73;2364,68;765,05;0,2444
102836;2025-03-11;C0251;2;20;1;589,92;0,0;395,25;Boleto;Marketplace;589,92;395,25;194,67;0,33
102837;2025-08-07;C1353;15;9;1;3537,22;0,0;2759,03;Cartão de débito;Marketplace;3537,22;2759,03;778,19;0,22
102838;2026-04-15;C1310;9;3;1;143,97;0,0;90,7;Cartão de crédito;Online;143,97;90,7;53,27;0,37
102839;2026-06-13;C1302;16;27;1;323,69;0,05;178,03;Boleto;Marketplace;307,51;178,03;129,48;0,4211
102840;2025-04-04;C2492;12;14;1;2299,44;0,1;1563,62;Cartão de crédito;Marketplace;2069,5;1563,62;505,88;0,2444
102841;2025-07-29;C1982;6;9;2;137,19;0,0;68,59;Boleto;Marketplace;274,38;137,18;137,2;0,5
102842;2026-03-09;C0463;6;20;1;164,26;0,1;82,13;Boleto;Marketplace;147,83;82,13;65,7;0,4444
102843;2025-07-26;C0816;6;1;1;63,13;0,15;31,57;PIX;Online;53,66;31,57;22,09;0,4117
102844;2025-08-01;C1536;4;12;1;1213,07;0,05;849,15;PIX;Marketplace;1152,42;849,15;303,27;0,2632
102845;2026-03-27;C0615;4;5;1;993,83;0,2;695,68;Cartão de débito;Marketplace;795,06;695,68;99,38;0,125
102846;2026-02-02;C1640;7;21;2;220,7;0,15;136,83;Boleto;Marketplace;375,19;273,66;101,53;0,2706
102847;2025-03-10;C1353;12;13;1;1181,83;0,05;803,64;Boleto;Online;1122,74;803,64;319,1;0,2842
102848;2025-07-27;C0027;14;27;1;4304,03;0,0;3098,9;Boleto;Online;4304,03;3098,9;1205,13;0,28
102849;2026-01-29;C1762;8;10;2;258,45;0,0;142,15;Cartão de crédito;Marketplace;516,9;284,3;232,6;0,45
102850;2025-06-18;C1311;12;2;1;1632,15;0,15;1109,86;Cartão de crédito;Online;1387,33;1109,86;277,47;0,2
102851;2026-04-24;C0781;14;17;4;2526,79;0,15;1819,29;Cartão de débito;Online;8591,09;7277,16;1313,93;0,1529
102852;2025-08-18;C2276;3;22;3;87,57;0,2;39,41;Boleto;Marketplace;210,17;118,23;91,94;0,4375
102853;2025-04-29;C0496;3;18;3;60,1;0,0;27,05;Boleto;Marketplace;180,3;81,15;99,15;0,5499
102854;2025-01-02;C2469;5;19;1;642,59;0,0;417,68;Cartão de crédito;Online;642,59;417,68;224,91;0,35
102855;2025-05-25;C0793;2;14;1;612,83;0,0;410,6;Cartão de crédito;Marketplace;612,83;410,6;202,23;0,33
102856;2026-04-03;C1924;8;21;1;216,19;0,15;118,9;Boleto;Online;183,76;118,9;64,86;0,353
102857;2025-04-21;C1541;8;20;1;214,18;0,0;117,8;Boleto;Marketplace;214,18;117,8;96,38;0,45
102858;2025-10-31;C0167;10;5;2;311,5;0,05;161,98;Cartão de débito;Marketplace;591,85;323,96;267,89;0,4526
102859;2025-01-17;C0072;2;27;2;708,31;0,0;474,57;PIX;Online;1416,62;949,14;467,48;0,33
102860;2026-01-09;C0804;16;24;2;412,07;0,2;226,64;Cartão de débito;Online;659,31;453,28;206,03;0,3125
102861;2025-09-22;C0999;15;15;5;3813,68;0,05;2974,67;PIX;Marketplace;18114,98;14873,35;3241,63;0,1789
102862;2026-03-08;C0206;1;12;2;534,2;0,1;341,89;Cartão de crédito;Online;961,56;683,78;277,78;0,2889
102863;2025-02-08;C0394;4;18;1;1293,93;0,1;905,75;Boleto;Online;1164,54;905,75;258,79;0,2222
102864;2026-06-01;C0134;14;23;1;3720,27;0,05;2678,59;PIX;Marketplace;3534,26;2678,59;855,67;0,2421
102865;2026-04-12;C2279;4;9;3;906,62;0,0;634,63;Cartão de débito;Marketplace;2719,86;1903,89;815,97;0,3
102866;2025-04-02;C2459;8;12;1;142,41;0,05;78,33;Cartão de crédito;Marketplace;135,29;78,33;56,96;0,421
102867;2025-09-06;C2070;16;6;4;592,48;0,05;325,86;Cartão de débito;Online;2251,42;1303,44;947,98;0,4211
102868;2025-08-01;C0376;14;27;4;5823,98;0,1;4193,27;Boleto;Marketplace;20966,33;16773,08;4193,25;0,2
102869;2025-05-30;C2124;11;12;1;1028,55;0,0;699,41;Cartão de débito;Marketplace;1028,55;699,41;329,14;0,32
102870;2025-10-25;C0011;13;14;1;94,44;0,15;54,78;Cartão de débito;Online;80,27;54,78;25,49;0,3176
102871;2025-02-20;C0354;16;10;1;473,14;0,1;260,23;Cartão de crédito;Online;425,83;260,23;165,6;0,3889
102872;2025-10-14;C0854;4;3;3;1491,01;0,0;1043,71;Cartão de débito;Online;4473,03;3131,13;1341,9;0,3
102873;2025-08-29;C1312;5;20;3;1045,02;0,15;679,26;Cartão de débito;Online;2664,8;2037,78;627,02;0,2353
102874;2025-03-01;C0233;15;7;2;3357,33;0,05;2618,72;Cartão de débito;Online;6378,93;5237,44;1141,49;0,1789
102875;2026-06-18;C0467;3;27;2;84,76;0,0;38,14;Cartão de crédito;Online;169,52;76,28;93,24;0,55
102876;2025-08-25;C1376;6;7;2;105,74;0,0;52,87;Cartão de débito;Online;211,48;105,74;105,74;0,5
102877;2025-02-20;C1076;1;19;2;743,35;0,05;475,74;Cartão de débito;Marketplace;1412,36;951,48;460,88;0,3263
102878;2025-06-24;C2187;16;19;3;112,37;0,1;61,8;Cartão de débito;Online;303,4;185,4;118,0;0,3889
102879;2026-06-17;C0274;10;6;1;394,93;0,1;205,36;Boleto;Marketplace;355,44;205,36;150,08;0,4222
102880;2025-01-04;C1424;3;19;3;37,62;0,2;16,93;Cartão de crédito;Marketplace;90,29;50,79;39,5;0,4375
102881;2025-09-08;C0035;5;7;3;632,65;0,15;411,22;Boleto;Marketplace;1613,26;1233,66;379,6;0,2353
102882;2025-04-07;C2285;13;14;2;132,41;0,0;76,8;Boleto;Online;264,82;153,6;111,22;0,42
102883;2026-02-22;C1459;8;22;2;246,64;0,0;135,65;Boleto;Marketplace;493,28;271,3;221,98;0,45
102884;2025-04-11;C2086;8;14;1;167,59;0,15;92,17;Cartão de débito;Marketplace;142,45;92,17;50,28;0,353
102885;2026-03-19;C2232;1;19;1;765,36;0,05;489,83;Boleto;Online;727,09;489,83;237,26;0,3263
102886;2026-02-16;C0705;3;25;2;34,73;0,05;15,63;Cartão de crédito;Online;65,99;31,26;34,73;0,5263
102887;2026-02-11;C0351;3;24;4;99,16;0,0;44,62;Cartão de crédito;Marketplace;396,64;178,48;218,16;0,55
102888;2025-09-05;C1303;9;7;2;170,96;0,0;107,7;Boleto;Marketplace;341,92;215,4;126,52;0,37
102889;2025-06-05;C1777;3;6;1;68,26;0,05;30,72;Cartão de crédito;Online;64,85;30,72;34,13;0,5263
102890;2026-06-29;C0101;11;6;1;1878,84;0,15;1277,61;Cartão de crédito;Marketplace;1597,01;1277,61;319,4;0,2
102891;2026-02-01;C1351;17;27;1;507,9;0,05;304,74;Cartão de débito;Marketplace;482,5;304,74;177,76;0,3684
102892;2025-12-26;C0381;16;27;1;320,7;0,1;176,39;PIX;Marketplace;288,63;176,39;112,24;0,3889
102893;2025-02-27;C1479;12;16;2;707,85;0,1;481,34;PIX;Online;1274,13;962,68;311,45;0,2444
102894;2026-04-03;C2299;6;11;3;148,26;0,1;74,13;Cartão de débito;Online;400,3;222,39;177,91;0,4444
102895;2025-07-20;C0074;13;3;1;387,06;0,0;224,49;Cartão de crédito;Online;387,06;224,49;162,57;0,42
102896;2026-02-05;C0148;6;26;1;84,18;0,1;42,09;Boleto;Marketplace;75,76;42,09;33,67;0,4444
102897;2025-07-05;C0664;13;27;1;159,39;0,1;92,45;Cartão de crédito;Online;143,45;92,45;51,0;0,3555
102898;2025-06-22;C0172;16;26;1;576,11;0,1;316,86;Cartão de débito;Marketplace;518,5;316,86;201,64;0,3889
102899;2026-01-30;C1735;7;15;1;676,31;0,05;419,31;Cartão de débito;Marketplace;642,49;419,31;223,18;0,3474
102900;2025-01-26;C1338;9;3;1;495,31;0,0;312,05;PIX;Marketplace;495,31;312,05;183,26;0,37
102901;2026-01-12;C1672;16;1;2;554,16;0,0;304,79;Boleto;Marketplace;1108,32;609,58;498,74;0,45
102902;2026-01-06;C1245;5;1;1;572,68;0,0;372,24;Cartão de crédito;Marketplace;572,68;372,24;200,44;0,35
102903;2026-03-16;C2249;16;9;4;431,33;0,05;237,23;Cartão de débito;Marketplace;1639,05;948,92;690,13;0,4211
102904;2025-07-23;C1216;6;15;2;221,23;0,1;110,61;Boleto;Online;398,21;221,22;176,99;0,4445
102905;2026-05-22;C0885;10;10;1;205,32;0,0;106,77;Cartão de débito;Online;205,32;106,77;98,55;0,48
102906;2026-04-17;C1937;14;7;1;4148,5;0,15;2986,92;PIX;Online;3526,22;2986,92;539,3;0,1529
102907;2026-02-23;C2499;7;6;2;642,67;0,1;398,46;Cartão de débito;Marketplace;1156,81;796,92;359,89;0,3111
102908;2025-02-02;C1459;4;22;1;1948,12;0,0;1363,68;Cartão de crédito;Marketplace;1948,12;1363,68;584,44;0,3
102909;2025-06-29;C2180;12;26;1;1534,27;0,1;1043,3;Cartão de crédito;Marketplace;1380,84;1043,3;337,54;0,2444
102910;2025-10-15;C0706;5;12;3;958,16;0,1;622,8;Cartão de crédito;Marketplace;2587,03;1868,4;718,63;0,2778
102911;2025-08-21;C2008;3;16;3;87,56;0,05;39,4;PIX;Online;249,55;118,2;131,35;0,5263
102912;2025-01-30;C0260;1;8;1;534,56;0,2;342,12;PIX;Online;427,65;342,12;85,53;0,2
102913;2025-01-05;C1229;13;13;5;89,73;0,0;52,04;Cartão de crédito;Marketplace;448,65;260,2;188,45;0,42
102914;2025-12-18;C0930;5;16;3;339,27;0,05;220,53;Cartão de débito;Online;966,92;661,59;305,33;0,3158
