id_pedido,data_pedido,id_cliente,produto,categoria,quantidade,preco_unitario,desconto,custo_unitario,estado,regiao,forma_pagamento,canal
101352,2026-02-03,C1949,Cadeira,Escritório,4,525.13,0,367.59,PB,Nordeste,Boleto,Online
101353,2026-05-26,C0863,Cabo USB,Acessórios,1,33.6,0.05,15.12,RN,Nordeste,Cartão de crédito,Online
101354,2025-12-20,C0341,Hub USB,Acessórios,1,296.67,0.05,163.17,CE,Nordeste,PIX,Marketplace
101355,2025-01-31,C0639,Cabo USB,Acessórios,2,33.34,0.05,15.0,AL,Nordeste,Boleto,Online
101356,2026-05-18,C0962,Liquidificador,Casa,1,378.04,0.05,238.17,ES,Sudeste,Cartão de crédito,Marketplace
101357,2025-08-05,C0454,Cafeteira,Casa,2,378.62,0,246.1,AP,Norte,Boleto,Marketplace
101358,2025-08-11,C1713,Mesa,Escritório,3,846.21,0.1,575.42,AM,Norte,Cartão de crédito,Marketplace
101359,2026-06-30,C1607,Carregador,Acessórios,1,130.79,0.1,65.39,CE,Nordeste,Boleto,Online
101360,2026-02-14,C1182,Headset,Eletrônicos,1,772.4,0.1,478.89,AM,Norte,Cartão de débito,Online
101361,2026-03-05,C1714,Suporte para Monitor,Escritório,1,418.21,0.1,230.02,PR,Sul,Cartão de crédito,Marketplace
101362,2025-11-29,C2498,Notebook,Eletrônicos,1,4492.57,0.05,3234.65,RJ,Sudeste,PIX,Online
101363,2026-06-08,C0791,Suporte para Monitor,Escritório,3,180.69,0.05,99.38,BA,Nordeste,Cartão de débito,Marketplace
101364,2025-11-27,C0544,Cafeteira,Casa,1,1094.45,0,711.39,SE,Nordeste,Boleto,Online
101365,2025-09-05,C0725,Cabo USB,Acessórios,4,60.02,0,27.01,DF,Centro-Oeste,PIX,Online
101366,2026-04-19,C0287,Air Fryer,Casa,1,322.63,0.1,206.48,GO,Centro-Oeste,Boleto,Marketplace
101367,2026-03-04,C1066,Smartphone,Eletrônicos,3,3149.37,0.1,2456.51,DF,Centro-Oeste,Cartão de crédito,Marketplace
101368,2025-03-03,C1200,Hub USB,Acessórios,3,262.23,0.1,144.23,MG,Sudeste,PIX,Marketplace
101369,2026-03-27,C1756,Carregador,Acessórios,2,70.72,0.1,35.36,AP,Norte,Cartão de crédito,Online
101370,2026-02-27,C1392,Mesa,Escritório,1,788.91,0.05,536.46,PE,Nordeste,Cartão de crédito,Marketplace
101371,2026-04-15,C2014,Smartphone,Eletrônicos,2,4027.92,0,3141.78,RO,Norte,Boleto,Marketplace
101372,2025-09-22,C2328,Cabo USB,Acessórios,1,22.86,0,10.29,GO,Centro-Oeste,PIX,Online
101373,2026-01-15,C2309,Air Fryer,Casa,1,503.85,0.15,322.46,SC,Sul,PIX,Marketplace
101374,2025-10-29,C0633,Cabo USB,Acessórios,2,75.61,0,34.02,CE,Nordeste,Boleto,Marketplace
101375,2025-01-29,C0867,Air Fryer,Casa,2,403.85,0,258.46,PB,Nordeste,Boleto,Marketplace
101376,2025-12-19,C0639,Headset,Eletrônicos,2,525.82,0.05,326.01,RN,Nordeste,Boleto,Online
101377,2026-05-09,C0719,Carregador,Acessórios,1,125.97,0.1,62.98,RJ,Sudeste,PIX,Online
101378,2025-07-31,C0919,Liquidificador,Casa,1,412.15,0.1,259.65,ES,Sudeste,Cartão de débito,Marketplace
101379,2026-04-16,C2333,Hub USB,Acessórios,3,279.39,0.1,153.66,TO,Norte,Cartão de débito,Online
101380,2025-02-03,C1633,Mesa,Escritório,2,1923.25,0.05,1307.81,PE,Nordeste,Cartão de crédito,Online
101381,2026-06-20,C1016,Cabo USB,Acessórios,1,83.78,0,37.7,AM,Norte,Cartão de débito,Online
101382,2025-07-01,C0165,Cabo USB,Acessórios,4,41.26,0,18.57,AC,Norte,Cartão de débito,Online
101383,2026-06-20,C1241,Mouse,Eletrônicos,1,175.59,0.05,101.84,MS,Centro-Oeste,Boleto,Marketplace
101384,2025-02-22,C1307,Teclado,Eletrônicos,2,151.14,0.05,90.68,SE,Nordeste,Cartão de crédito,Marketplace
101385,2025-04-13,C2222,Cafeteira,Casa,2,798.29,0,518.89,SP,Sudeste,Boleto,Online
101386,2025-07-19,C2413,Cabo USB,Acessórios,3,69.15,0.05,31.12,SP,Sudeste,PIX,Marketplace
101387,2026-05-20,C0724,Aspirador,Casa,1,854.1,0,572.25,AM,Norte,PIX,Marketplace
101388,2025-12-16,C1128,Air Fryer,Casa,2,652.14,0.1,417.37,ES,Sudeste,Cartão de débito,Marketplace
101389,2025-11-23,C2088,Notebook,Eletrônicos,1,3070.96,0,2211.09,AL,Nordeste,PIX,Online
101390,2025-12-17,C2207,Cabo USB,Acessórios,3,35.49,0,15.97,BA,Nordeste,Cartão de débito,Marketplace
101391,2025-11-09,C1311,Carregador,Acessórios,2,144.38,0.1,72.19,DF,Centro-Oeste,Cartão de débito,Online
101392,2025-06-10,C0787,Cadeira,Escritório,2,2071.62,0.15,1450.13,DF,Centro-Oeste,Cartão de débito,Marketplace
101393,2026-05-01,C2439,Carregador,Acessórios,2,205.95,0,102.97,PE,Nordeste,Boleto,Marketplace
101394,2025-05-29,C1255,Mesa,Escritório,1,966.29,0.1,657.08,SE,Nordeste,PIX,Marketplace
101395,2026-03-04,C0024,Suporte para Monitor,Escritório,2,302.04,0.2,166.12,PB,Nordeste,Cartão de débito,Marketplace
101396,2025-01-20,C0829,Aspirador,Casa,1,1145.84,0,767.71,PB,Nordeste,Cartão de crédito,Marketplace
101397,2026-01-27,C1335,Luminária,Escritório,2,316.49,0.1,164.57,DF,Centro-Oeste,Boleto,Marketplace
101398,2025-03-18,C0996,Teclado,Eletrônicos,1,605.99,0.15,363.59,MS,Centro-Oeste,Boleto,Online
101399,2026-05-14,C1024,Suporte para Monitor,Escritório,1,403.35,0.05,221.84,ES,Sudeste,Cartão de crédito,Marketplace
101400,2026-01-14,C1795,Aspirador,Casa,4,388.79,0,260.49,AC,Norte,Cartão de crédito,Marketplace
101401,2025-06-05,C0617,Luminária,Escritório,2,263.71,0.05,137.13,SE,Nordeste,Cartão de débito,Marketplace
101402,2026-06-28,C1194,Aspirador,Casa,2,425.58,0.1,285.14,RR,Norte,PIX,Marketplace
101403,2025-08-08,C0755,Cabo USB,Acessórios,1,38.21,0.05,17.19,RS,Sul,PIX,Marketplace
101404,2025-05-24,C0489,Notebook,Eletrônicos,2,3995.66,0.1,2876.88,RR,Norte,Cartão de crédito,Online
101405,2026-01-18,C0067,Carregador,Acessórios,2,249.13,0.2,124.56,RR,Norte,PIX,Marketplace
101406,2025-12-08,C0275,Liquidificador,Casa,2,391.35,0.2,246.55,AP,Norte,Cartão de crédito,Online
101407,2025-03-31,C2351,Carregador,Acessórios,4,172.01,0.2,86.0,AP,Norte,Cartão de crédito,Marketplace
101408,2026-04-22,C1849,Aspirador,Casa,3,1492.94,0,1000.27,MA,Nordeste,Cartão de crédito,Online
101409,2026-04-10,C2162,Cadeira,Escritório,2,1978.92,0.15,1385.24,SP,Sudeste,Boleto,Marketplace
101410,2026-02-04,C0078,Notebook,Eletrônicos,1,3628.35,0,2612.41,BA,Nordeste,PIX,Marketplace
101411,2025-12-30,C2363,Cafeteira,Casa,1,972.99,0,632.44,SC,Sul,Cartão de crédito,Online
101412,2025-05-11,C2213,Monitor,Eletrônicos,1,824.68,0.15,560.78,BA,Nordeste,Cartão de débito,Online
101413,2025-06-17,C1738,Liquidificador,Casa,5,231.83,0.15,146.05,AP,Norte,PIX,Online
101414,2026-03-27,C0505,Mouse,Eletrônicos,3,237.55,0.05,137.78,AC,Norte,Cartão de débito,Marketplace
101415,2026-04-03,C1797,Monitor,Eletrônicos,1,1070.14,0.05,727.7,TO,Norte,Cartão de crédito,Online
101416,2026-06-03,C2369,Headset,Eletrônicos,2,241.28,0.1,149.59,ES,Sudeste,Boleto,Marketplace
101417,2026-03-02,C0783,Cadeira,Escritório,1,681.58,0.05,477.11,PI,Nordeste,PIX,Online
101418,2025-01-17,C0030,Cabo USB,Acessórios,1,53.6,0.2,24.12,ES,Sudeste,PIX,Marketplace
101419,2025-03-08,C1779,Liquidificador,Casa,4,432.96,0,272.76,RO,Norte,Cartão de crédito,Marketplace
101420,2025-01-17,C1126,Hub USB,Acessórios,2,277.41,0,152.58,BA,Nordeste,Cartão de débito,Online
101421,2026-06-16,C0638,Mouse,Eletrônicos,1,277.32,0,160.85,DF,Centro-Oeste,Cartão de débito,Marketplace
101422,2026-03-01,C0646,Mesa,Escritório,1,679.42,0.05,462.01,PR,Sul,Cartão de débito,Marketplace
101423,2025-06-16,C0123,Teclado,Eletrônicos,1,314.25,0.1,188.55,TO,Norte,PIX,Marketplace
101424,2025-01-27,C1359,Notebook,Eletrônicos,1,4146.76,0.1,2985.67,PR,Sul,Boleto,Online
101425,2026-06-22,C0696,Suporte para Monitor,Escritório,1,107.47,0.15,59.11,RJ,Sudeste,Boleto,Online
101426,2026-05-03,C1903,Teclado,Eletrônicos,5,699.3,0.05,419.58,PR,Sul,Cartão de crédito,Marketplace
101427,2026-04-26,C1053,Hub USB,Acessórios,1,224.4,0.05,123.42,DF,Centro-Oeste,Cartão de crédito,Marketplace
101428,2025-07-20,C0516,Hub USB,Acessórios,1,108.56,0.15,59.71,BA,Nordeste,Cartão de crédito,Online
101429,2025-10-17,C0432,Suporte para Monitor,Escritório,1,225.34,0.1,123.94,CE,Nordeste,PIX,Marketplace
101430,2026-06-14,C2365,Carregador,Acessórios,5,103.35,0.15,51.67,MA,Nordeste,Boleto,Marketplace
101431,2025-02-05,C1578,Mouse,Eletrônicos,2,413.56,0.2,239.86,SP,Sudeste,Cartão de débito,Online
101432,2025-06-15,C1626,Air Fryer,Casa,1,700.46,0.05,448.29,PB,Nordeste,Cartão de débito,Marketplace
101433,2025-08-08,C1857,Cabo USB,Acessórios,2,63.67,0,28.65,PE,Nordeste,PIX,Marketplace
101434,2025-09-19,C1397,Headset,Eletrônicos,3,515.52,0.05,319.62,PA,Norte,Cartão de crédito,Marketplace
101435,2025-09-27,C0259,Carregador,Acessórios,2,135.3,0,67.65,MT,Centro-Oeste,Cartão de débito,Online
101436,2026-04-14,C0456,Air Fryer,Casa,1,798.89,0,511.29,PB,Nordeste,PIX,Marketplace
101437,2025-03-26,C2068,Luminária,Escritório,1,342.41,0.15,178.05,GO,Centro-Oeste,Cartão de débito,Online
101438,2025-01-18,C0814,Air Fryer,Casa,2,547.76,0.1,350.57,PR,Sul,Cartão de crédito,Marketplace
101439,2026-06-28,C0684,Air Fryer,Casa,1,370.1,0,236.86,AM,Norte,Cartão de débito,Online
101440,2025-07-27,C1141,Luminária,Escritório,1,390.13,0.05,202.87,RN,Nordeste,Boleto,Marketplace
101441,2025-11-26,C0558,Cabo USB,Acessórios,2,44.0,0,19.8,RO,Norte,PIX,Online
101442,2025-03-02,C1681,Smartphone,Eletrônicos,1,2923.73,0,2280.51,RR,Norte,,Marketplace
101443,2026-03-06,C1602,Headset,Eletrônicos,2,336.43,0.05,208.59,BA,Nordeste,PIX,Online
101444,2025-05-07,C2400,Suporte para Monitor,Escritório,4,175.92,0.05,96.76,PA,Norte,PIX,Marketplace
101445,2025-05-01,C2133,Notebook,Eletrônicos,1,2859.14,0.1,2058.58,PI,Nordeste,Cartão de débito,Marketplace
101446,2025-05-08,C2217,Liquidificador,Casa,2,338.1,0,213.0,AP,Norte,PIX,Marketplace
101447,2026-01-26,C1047,Monitor,Eletrônicos,1,1539.75,0.05,1047.03,RO,Norte,Boleto,Marketplace
101448,2026-06-20,C0423,Air Fryer,Casa,1,812.23,0.2,519.83,PB,Nordeste,Cartão de débito,Marketplace
101449,2026-03-08,C0233,Luminária,Escritório,2,356.85,0,185.56,AC,Norte,PIX,Marketplace
101450,2025-12-03,C1719,Carregador,Acessórios,2,100.25,0.05,50.12,SP,Sudeste,Cartão de crédito,Marketplace
101451,2026-05-22,C0907,Air Fryer,Casa,2,765.94,0,490.2,AP,Norte,Boleto,Marketplace
101452,2026-01-27,C0173,Carregador,Acessórios,2,168.07,0.1,84.03,ES,Sudeste,Cartão de crédito,Online
101453,2026-01-05,C2377,Air Fryer,Casa,2,932.65,0.05,596.9,RN,Nordeste,Cartão de crédito,Marketplace
101454,2026-04-17,C2349,Cabo USB,Acessórios,3,22.98,0.05,10.34,RR,Norte,Boleto,Online
101455,2025-07-05,C0099,Cafeteira,Casa,2,528.96,0,343.82,AL,Nordeste,Cartão de crédito,Marketplace
101456,2026-01-03,C1410,Aspirador,Casa,1,1456.99,0,976.18,RR,Norte,Cartão de crédito,Marketplace
101457,2025-09-27,C0658,Cabo USB,Acessórios,1,81.66,0.05,36.75,MA,Nordeste,Boleto,Marketplace
101458,2026-05-27,C0365,Headset,Eletrônicos,1,612.3,0.1,379.63,TO,Norte,Cartão de débito,Marketplace
101459,2025-04-14,C0371,Liquidificador,Casa,2,270.2,0.05,170.23,SC,Sul,Boleto,Online
101460,2026-05-13,C1437,Aspirador,Casa,1,797.21,0.05,534.13,SC,Sul,Cartão de débito,Marketplace
101461,2025-04-25,C0778,Notebook,Eletrônicos,2,5680.91,0.1,4090.26,MT,Centro-Oeste,PIX,Online
101462,2025-03-19,C0814,Suporte para Monitor,Escritório,1,455.83,0.15,250.71,PA,Norte,Boleto,Marketplace
101463,2025-12-15,C2183,Mouse,Eletrônicos,1,135.87,0.05,78.8,AC,Norte,PIX,Online
101464,2025-08-19,C1813,Cadeira,Escritório,3,991.81,0,694.27,PE,Nordeste,Cartão de crédito,Marketplace
101465,2025-08-13,C1005,Air Fryer,Casa,3,608.25,0.1,389.28,PR,Sul,Cartão de crédito,Marketplace
101466,2025-01-22,C1980,Air Fryer,Casa,3,590.17,0.05,377.71,MS,Centro-Oeste,Cartão de débito,Marketplace
101467,2026-06-16,C2380,Headset,Eletrônicos,1,581.59,0.15,360.59,RN,Nordeste,PIX,Marketplace
101468,2026-03-18,C1517,Aspirador,Casa,1,1406.88,0,942.61,MT,Centro-Oeste,PIX,Online
101469,2025-11-26,C1012,Mouse,Eletrônicos,2,323.16,0,187.43,RR,Norte,Boleto,Marketplace
101470,2025-08-22,C1427,Teclado,Eletrônicos,2,551.48,0.05,330.89,BA,Nordeste,Boleto,Marketplace
101471,2026-04-17,C1794,Monitor,Eletrônicos,1,1485.13,0.2,1009.89,SC,Sul,Cartão de crédito,Marketplace
101472,2025-12-22,C1953,Monitor,Eletrônicos,3,966.18,0.1,657.0,RJ,Sudeste,PIX,Marketplace
101473,2026-05-18,C1765,Notebook,Eletrônicos,2,5799.62,0.2,4175.73,RS,Sul,Boleto,Marketplace
101474,2025-12-05,C0953,Liquidificador,Casa,2,540.46,0.15,340.49,PR,Sul,PIX,Online
101475,2026-01-02,C2407,Monitor,Eletrônicos,1,2459.24,0.1,1672.28,GO,Centro-Oeste,Boleto,Online
101476,2025-09-12,C2464,Cafeteira,Casa,2,1189.59,0.1,773.23,SP,Sudeste,Boleto,Online
101477,2025-04-02,C0386,Cadeira,Escritório,4,1648.01,0.15,1153.61,RN,Nordeste,Boleto,Marketplace
101478,2025-05-22,C1407,Hub USB,Acessórios,1,148.46,0,81.65,AL,Nordeste,PIX,Marketplace
101479,2025-07-08,C1068,Smartphone,Eletrônicos,1,1906.56,0.2,1487.12,AM,Norte,Cartão de crédito,Marketplace
101480,2025-04-07,C2146,Cabo USB,Acessórios,1,90.34,0,40.65,MT,Centro-Oeste,Cartão de crédito,Marketplace
101481,2025-06-22,C0008,Teclado,Eletrônicos,4,470.38,0,282.23,RN,Nordeste,PIX,Online
101482,2025-03-13,C0707,Mesa,Escritório,1,1393.4,0,947.51,RS,Sul,PIX,Online
101483,2026-01-19,C2352,Mouse,Eletrônicos,1,265.09,0.1,153.75,AP,Norte,Cartão de débito,Online
101484,2025-02-01,C0159,Cabo USB,Acessórios,4,91.06,0.1,40.98,ES,Sudeste,PIX,Marketplace
101485,2025-12-24,C0739,Teclado,Eletrônicos,2,217.17,0,130.3,RS,Sul,Cartão de débito,Marketplace
101486,2026-02-03,C1835,Cabo USB,Acessórios,4,73.5,0,33.08,BA,Nordeste,PIX,Online
101487,2026-05-18,C0772,Air Fryer,Casa,2,329.11,0,210.63,PI,Nordeste,Cartão de crédito,Online
101488,2026-06-24,C2307,Cadeira,Escritório,2,1563.85,0.05,1094.69,MT,Centro-Oeste,Cartão de débito,Marketplace
101489,2025-05-19,C1835,Cadeira,Escritório,2,1085.92,0.1,760.14,RN,Nordeste,Boleto,Marketplace
101490,2026-05-18,C0098,Smartphone,Eletrônicos,1,2286.06,0.05,1783.13,RN,Nordeste,PIX,Marketplace
101491,2025-02-26,C2161,Liquidificador,Casa,3,210.28,0,132.48,MS,Centro-Oeste,Cartão de débito,Marketplace
101492,2025-01-29,C0194,Monitor,Eletrônicos,4,1392.82,0.05,947.12,MT,Centro-Oeste,Cartão de crédito,Marketplace
101493,2026-06-21,C0731,Carregador,Acessórios,1,186.23,0,93.11,RS,Sul,Cartão de crédito,Marketplace
101494,2025-08-15,C1312,Headset,Eletrônicos,1,302.71,0,187.68,AM,Norte,Cartão de crédito,Online
101495,2025-07-30,C0477,Suporte para Monitor,Escritório,4,102.37,0,56.3,TO,Norte,PIX,Online
101496,2025-08-22,C1523,Suporte para Monitor,Escritório,3,300.98,0,165.54,DF,Centro-Oeste,Cartão de débito,Marketplace
101497,2025-11-14,C0840,Luminária,Escritório,4,289.07,0.15,150.32,AL,Nordeste,Cartão de crédito,Marketplace
101498,2026-01-22,C1140,Luminária,Escritório,3,140.64,0.1,73.13,PE,Nordeste,Cartão de crédito,Marketplace
101499,2026-04-05,C0528,Monitor,Eletrônicos,2,1101.35,0.1,748.92,ES,Sudeste,Cartão de débito,Marketplace
101500,2025-07-07,C2200,Smartphone,Eletrônicos,1,4774.01,0,3723.73,PA,Norte,Boleto,Marketplace
101501,2025-10-19,C2336,Liquidificador,Casa,1,485.27,0.05,305.72,RS,Sul,Cartão de crédito,Marketplace
101502,2025-05-11,C2123,Cafeteira,Casa,5,668.96,0,434.82,BA,Nordeste,Cartão de crédito,Marketplace
101503,2025-03-27,C0277,Headset,Eletrônicos,1,611.49,0.05,379.12,PR,Sul,Boleto,Online
101504,2025-07-13,C0862,Carregador,Acessórios,2,58.75,0,29.38,PR,Sul,PIX,Marketplace
101505,2025-12-25,C1893,Headset,Eletrônicos,1,633.1,0.05,392.52,PR,Sul,PIX,Online
101506,2025-07-08,C0797,Air Fryer,Casa,1,804.83,0,515.09,SE,Nordeste,Cartão de crédito,Online
101507,2025-10-22,C2281,Carregador,Acessórios,1,159.42,0,79.71,ES,Sudeste,Cartão de crédito,Marketplace
101508,2025-01-18,C0696,Carregador,Acessórios,2,114.33,0,57.16,ES,Sudeste,Cartão de débito,Online
101509,2025-01-04,C2305,Suporte para Monitor,Escritório,1,293.76,0.05,161.57,BA,Nordeste,Cartão de crédito,Online
101510,2026-05-03,C2341,Notebook,Eletrônicos,2,3488.64,0.1,2511.82,SE,Nordeste,Cartão de débito,Marketplace
101511,2025-12-20,C1864,Aspirador,Casa,1,1373.22,0.05,920.06,PB,Nordeste,Cartão de débito,Online
101512,2025-06-28,C1592,Liquidificador,Casa,5,543.33,0.05,342.3,SP,Sudeste,Boleto,Marketplace
101513,2025-02-13,C1884,Mouse,Eletrônicos,1,449.52,0.15,260.72,RN,Nordeste,Cartão de débito,Marketplace
101514,2026-02-20,C1725,Cafeteira,Casa,3,660.58,0.05,429.38,RN,Nordeste,Boleto,Marketplace
101515,2025-11-30,C1634,Cadeira,Escritório,1,1559.87,0,1091.91,RO,Norte,Cartão de débito,Online
101516,2026-04-20,C2246,Mesa,Escritório,3,1667.33,0.05,1133.78,CE,Nordeste,Cartão de débito,Marketplace
101517,2026-04-27,C0446,Mouse,Eletrônicos,1,269.97,0.15,156.58,AP,Norte,Boleto,Online
101518,2025-08-11,C1384,Cafeteira,Casa,2,356.72,0.05,231.87,GO,Centro-Oeste,Boleto,Online
101519,2025-01-25,C0846,Cabo USB,Acessórios,1,73.36,0,33.01,AC,Norte,Cartão de débito,Marketplace
101520,2025-06-04,C1685,Cafeteira,Casa,1,445.7,0.1,289.7,AP,Norte,Boleto,Marketplace
101521,2025-02-06,C0398,Carregador,Acessórios,2,67.15,0,33.58,MG,Sudeste,PIX,Online
101522,2026-01-01,C0832,Cadeira,Escritório,2,2415.91,0,1691.14,RJ,Sudeste,PIX,Marketplace
101523,2026-05-02,C1387,Cabo USB,Acessórios,2,43.18,0,19.43,MT,Centro-Oeste,Cartão de débito,Online
101524,2026-03-02,C0486,Headset,Eletrônicos,1,613.72,0,380.51,MT,Centro-Oeste,Boleto,Marketplace
101525,2025-04-27,C0601,Air Fryer,Casa,3,367.95,0,235.49,RN,Nordeste,Boleto,Marketplace
101526,2025-06-24,C0082,Hub USB,Acessórios,2,297.31,0.05,163.52,SE,Nordeste,Cartão de débito,Marketplace
101527,2026-05-19,C2322,Notebook,Eletrônicos,1,3689.22,0,2656.24,PB,Nordeste,Cartão de crédito,Online
101528,2025-11-04,C1613,Mouse,Eletrônicos,3,126.61,0.15,73.43,PA,Norte,Cartão de débito,Marketplace
101529,2025-03-27,C1453,Liquidificador,Casa,2,503.67,0,317.31,MS,Centro-Oeste,Boleto,Online
101530,2025-09-16,C0787,Mesa,Escritório,1,1971.26,0.15,1340.46,SP,Sudeste,Boleto,Marketplace
101531,2025-02-23,C0979,Headset,Eletrônicos,2,347.34,0.2,215.35,MA,Nordeste,Cartão de crédito,Marketplace
101532,2025-03-24,C1364,Cabo USB,Acessórios,2,30.45,0.2,13.7,DF,Centro-Oeste,Cartão de crédito,Online
101533,2026-01-25,C0818,Liquidificador,Casa,3,302.41,0,190.52,PA,Norte,PIX,Marketplace
101534,2026-01-11,C2100,Cadeira,Escritório,3,2068.24,0.05,1447.77,MA,Nordeste,Cartão de débito,Marketplace
101535,2025-07-17,C2003,Aspirador,Casa,1,354.13,0.05,237.27,PA,Norte,Cartão de crédito,Marketplace
101536,2025-04-27,C0095,Carregador,Acessórios,3,211.25,0,105.62,RJ,Sudeste,Cartão de débito,Marketplace
101537,2025-06-07,C2343,Smartphone,Eletrônicos,3,4115.51,0.15,3210.1,SP,Sudeste,Cartão de crédito,Marketplace
101538,2025-06-09,C2387,Smartphone,Eletrônicos,2,4485.4,0.05,3498.61,MA,Nordeste,Cartão de crédito,Online
101539,2025-05-23,C0818,Monitor,Eletrônicos,3,2367.81,0,1610.11,RO,Norte,Cartão de crédito,Online
101540,2025-08-27,C0862,Luminária,Escritório,1,105.41,0,54.81,GO,Centro-Oeste,Cartão de débito,Marketplace
101541,2026-05-23,C2480,Cafeteira,Casa,2,669.21,0.1,434.99,MS,Centro-Oeste,Cartão de crédito,Marketplace
101542,2026-06-04,C0026,Headset,Eletrônicos,1,880.64,0,546.0,MT,Centro-Oeste,Cartão de débito,Online
101543,2025-07-12,C0767,Smartphone,Eletrônicos,3,4025.14,0,3139.61,RN,Nordeste,PIX,Marketplace
101544,2025-10-20,C0894,Carregador,Acessórios,1,214.89,0.1,107.44,GO,Centro-Oeste,Cartão de crédito,Marketplace
101545,2025-06-15,C0265,Liquidificador,Casa,1,357.08,0.15,224.96,MG,Sudeste,Boleto,Online
101546,2025-01-13,C0362,Cabo USB,Acessórios,1,81.71,0.15,36.77,RO,Norte,Cartão de crédito,Marketplace
101547,2026-04-07,C1467,Cadeira,Escritório,2,1460.9,0.05,1022.63,AP,Norte,Boleto,Marketplace
101548,2025-08-22,C2406,Cafeteira,Casa,1,890.86,0.05,579.06,SE,Nordeste,PIX,Marketplace
101549,2026-04-21,C1853,Cabo USB,Acessórios,1,79.03,0.05,35.56,SP,Sudeste,Cartão de débito,Marketplace
101550,2025-06-02,C1637,Suporte para Monitor,Escritório,1,317.19,0.1,174.45,SC,Sul,Cartão de débito,Online
101551,2025-04-08,C0068,Cafeteira,Casa,1,349.9,0,227.44,SP,Sudeste,Boleto,Marketplace
101552,2025-11-07,C2251,Headset,Eletrônicos,1,292.46,0.1,181.33,PI,Nordeste,Boleto,Marketplace
101553,2026-05-15,C0245,Headset,Eletrônicos,1,229.51,0.2,142.3,RO,Norte,Boleto,Marketplace
101554,2025-08-29,C2125,Mouse,Eletrônicos,4,417.52,0.05,242.16,SP,Sudeste,PIX,Online
101555,2025-11-15,C1758,Cadeira,Escritório,2,1698.23,0.05,1188.76,MA,Nordeste,PIX,Online
101556,2026-04-30,C0259,Mesa,Escritório,1,992.01,0,674.57,MA,Nordeste,Cartão de débito,Marketplace
101557,2025-10-15,C2274,Hub USB,Acessórios,1,254.64,0.1,140.05,PR,Sul,PIX,Online
101558,2025-09-13,C2002,Air Fryer,Casa,2,923.39,0,590.97,ES,Sudeste,Boleto,Online
101559,2025-03-25,C2168,Cadeira,Escritório,1,1705.2,0.15,1193.64,AC,Norte,PIX,Online
101560,2026-02-03,C0792,Cabo USB,Acessórios,2,42.1,0,18.95,AP,Norte,Cartão de crédito,Marketplace
101561,2025-08-17,C0013,Air Fryer,Casa,1,877.39,0.05,561.53,PR,Sul,PIX,Marketplace
101562,2025-11-18,C2478,Hub USB,Acessórios,3,124.01,0.1,68.21,RS,Sul,Cartão de crédito,Marketplace
101563,2025-07-19,C2145,Monitor,Eletrônicos,2,1208.42,0.1,821.73,AL,Nordeste,Cartão de crédito,Marketplace
101564,2025-07-29,C0591,Aspirador,Casa,1,286.03,0.1,191.64,AL,Nordeste,Cartão de crédito,Marketplace
101565,2025-06-01,C1830,Cabo USB,Acessórios,2,64.42,0.05,28.99,AP,Norte,PIX,Online
101566,2026-04-12,C1131,Aspirador,Casa,1,1008.18,0,675.48,MS,Centro-Oeste,Cartão de débito,Marketplace
101567,2025-05-07,C0215,Notebook,Eletrônicos,3,4434.01,0.05,3192.49,MA,Nordeste,Boleto,Online
101568,2025-11-28,C1621,Luminária,Escritório,1,276.19,0.1,143.62,AM,Norte,PIX,Marketplace
101569,2026-06-08,C0229,Monitor,Eletrônicos,2,1984.6,0.05,1349.53,RJ,Sudeste,Cartão de débito,Online
101570,2026-06-20,C0670,Teclado,Eletrônicos,4,264.51,0.1,158.71,PB,Nordeste,PIX,Online
101571,2025-12-18,C0285,Luminária,Escritório,1,254.44,0.05,132.31,AM,Norte,Boleto,Online
101572,2025-08-01,C1838,Smartphone,Eletrônicos,1,4051.06,0.15,3159.83,BA,Nordeste,Cartão de débito,Online
101573,2025-02-23,C0924,Notebook,Eletrônicos,1,2647.62,0.1,1906.29,PR,Sul,Cartão de débito,Marketplace
101574,2026-02-01,C1622,Cadeira,Escritório,1,2031.07,0.05,1421.75,PA,Norte,Boleto,Online
101575,2025-07-24,C2416,Monitor,Eletrônicos,1,1113.11,0.05,756.91,PB,Nordeste,Cartão de crédito,Marketplace
101576,2025-06-18,C1627,Carregador,Acessórios,1,157.25,0.15,78.62,AC,Norte,PIX,Marketplace
101577,2026-06-08,C1591,Mesa,Escritório,1,722.54,0.1,491.33,MA,Nordeste,Cartão de débito,Marketplace
101578,2026-02-07,C0489,Aspirador,Casa,2,814.56,0.05,545.76,AM,Norte,Boleto,Online
101579,2025-04-26,C0171,Headset,Eletrônicos,1,230.05,0.15,142.63,RS,Sul,Cartão de débito,Marketplace
101580,2025-11-07,C1479,Cafeteira,Casa,1,847.83,0,551.09,TO,Norte,PIX,Online
101581,2025-01-25,C1270,Carregador,Acessórios,1,215.92,0.15,107.96,RS,Sul,Boleto,Marketplace
101582,2026-04-14,C1601,Cadeira,Escritório,2,830.51,0.05,581.36,MT,Centro-Oeste,PIX,Online
101583,2025-04-20,C0002,Smartphone,Eletrônicos,3,3477.11,0.15,2712.15,PE,Nordeste,Cartão de crédito,Marketplace
101584,2026-01-26,C2327,Cabo USB,Acessórios,4,27.78,0.05,12.5,AM,Norte,Cartão de débito,Marketplace
